state,startdate,enddate,pollster,grade,samplesize,population,rawpoll_clinton,rawpoll_trump,adjpoll_clinton,adjpoll_trump,samplesizeadj
West Virginia,2016-09-07,2016-09-13,Google Consumer Surveys,B,94.0,lv,36.13,35.28,43.92604,44.16468,94.0
Nebraska,2016-09-14,2016-09-20,Google Consumer Surveys,B,202.0,lv,29.11,41.65,36.73959,50.2693,202.0
Indiana,2016-09-02,2016-09-15,Ipsos,A-,372.0,lv,33.33,53.13,32.18958,52.63821,372.0
U.S.,2016-09-28,2016-09-29,Rasmussen Reports/Pulse Opinion Research,C+,1000.0,lv,43.0,40.0,45.04774,43.23183,1000.0
New Mexico,2016-09-14,2016-09-20,Google Consumer Surveys,B,216.0,lv,30.14,29.76,37.80252,38.42136,216.0
Missouri,2016-09-02,2016-09-15,Ipsos,A-,351.0,lv,35.77,53.43,35.35067,53.6687,351.0
Wyoming,2016-08-31,2016-09-06,Google Consumer Surveys,B,69.0,lv,22.38,46.76,30.32889,56.01622,69.0
New Jersey,2016-05-18,2016-05-22,Fairleigh Dickinson University (PublicMind),A,702.0,rv,48.0,37.0,49.63054,41.3608,702.0
Oregon,2016-08-09,2016-09-01,SurveyMonkey,C-,877.0,rv,47.0,32.0,49.33378,37.90343,877.0
Pennsylvania,2016-09-27,2016-10-03,Google Consumer Surveys,B,840.0,lv,37.4,37.06,44.03393,45.57675,840.0
Alaska,2016-08-31,2016-09-06,Google Consumer Surveys,B,86.0,lv,18.06,44.22,26.09549,53.59391,86.0
Florida,2016-10-17,2016-10-25,SurveyMonkey,C-,2765.0,lv,47.0,44.0,45.60509,45.69182,2765.0
U.S.,2016-09-09,2016-09-13,Ipsos,A-,1158.0,lv,41.2,36.8,43.61566,39.8387,1158.0
Wisconsin,2016-09-27,2016-10-03,Google Consumer Surveys,B,691.0,lv,43.01,27.71,49.76931,36.48538,691.0
Connecticut,2016-08-26,2016-09-15,Ipsos,A-,456.0,lv,47.21,37.48,47.23396,38.36911,456.0
Montana,2016-09-07,2016-09-13,Google Consumer Surveys,B,175.0,lv,27.8,34.93,35.70152,43.95152,175.0
New Jersey,2016-09-27,2016-10-03,Google Consumer Surveys,B,701.0,lv,41.69,32.62,48.43337,41.36249,701.0
District of Columbia,2016-08-31,2016-09-06,Google Consumer Surveys,B,66.0,lv,47.85,21.78,56.24082,31.63685,66.0
Delaware,2016-08-31,2016-09-06,Google Consumer Surveys,B,123.0,lv,37.37,30.62,45.16167,39.66253,123.0
U.S.,2016-07-07,2016-07-09,RABA Research,C+,781.0,lv,41.0,29.0,44.58488,34.19418,781.0
U.S.,2016-09-24,2016-09-30,CVOTER International,C+,1223.0,lv,47.82,48.95,46.17651,46.48458,1223.0
Rhode Island,2016-08-24,2016-08-30,Google Consumer Surveys,B,85.0,lv,38.94,19.93,47.32848,30.06021,85.0
U.S.,2016-10-03,2016-10-09,USC Dornsife/LA Times,,2893.0,lv,42.65,45.75,43.948,44.37695,2893.0
Oklahoma,2016-09-14,2016-09-20,Google Consumer Surveys,B,198.0,lv,27.82,44.2,35.28547,52.60963,198.0
Ohio,2016-06-27,2016-06-28,Gravis Marketing,B-,1270.0,rv,49.0,47.5,49.24134,48.72819,1270.0
Washington,2016-08-09,2016-09-01,SurveyMonkey,C-,722.0,rv,41.0,31.0,43.36793,36.95604,722.0
U.S.,2016-10-12,2016-10-14,The Times-Picayune/Lucid,,1642.0,lv,45.0,37.0,45.55836,42.5662,1642.0
New Hampshire,2016-06-11,2016-06-20,Greenberg Quinlan Rosner (Democracy Corps),B-,300.0,lv,41.0,41.0,43.1925,46.54708,300.0
Louisiana,2016-09-14,2016-09-20,Google Consumer Surveys,B,259.0,lv,25.28,53.54,32.58528,61.74501,259.0
Virginia,2016-09-09,2016-09-15,Ipsos,A-,435.0,lv,47.35,37.51,47.31882,38.06204,435.0
Maryland,2016-09-21,2016-09-26,Google Consumer Surveys,B,349.0,lv,40.59,28.62,47.79099,36.96874,349.0
U.S.,2016-07-17,2016-07-20,American Research Group,C+,990.0,rv,43.0,42.0,43.98731,43.46699,990.0
Ohio,2016-09-27,2016-10-03,Google Consumer Surveys,B,871.0,lv,36.04,33.55,42.73563,42.19402,871.0
California,2016-09-16,2016-09-22,Ipsos,A-,705.0,lv,60.01,28.38,60.16143,29.06346,705.0
U.S.,2016-06-21,2016-06-27,Quinnipiac University,A-,1610.0,rv,39.0,37.0,43.58615,42.38332,1610.0
Massachusetts,2016-09-21,2016-09-26,Google Consumer Surveys,B,399.0,lv,49.68,22.87,57.39606,31.9461,399.0
U.S.,2016-05-16,2016-05-19,Schoen Consulting,B-,1000.0,lv,44.0,42.0,44.62808,43.37617,1000.0
Arkansas,2016-06-21,2016-06-21,Hendrix College,C+,751.0,rv,36.0,47.0,38.98188,51.88674,751.0
Alaska,2016-09-07,2016-09-13,Google Consumer Surveys,B,51.0,lv,23.35,41.15,31.27761,50.20538,51.0
North Carolina,2016-09-02,2016-09-15,Ipsos,A-,502.0,lv,46.37,43.72,46.39629,44.36889,502.0
U.S.,2016-09-27,2016-09-29,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,43.0,42.0,45.14716,45.19745,1500.0
U.S.,2016-09-08,2016-09-12,Ipsos,A-,1125.0,lv,39.3,38.8,41.73317,41.8809,1125.0
U.S.,2016-09-23,2016-09-29,CVOTER International,C+,1236.0,lv,47.34,49.31,45.77419,46.79033,1236.0
Oregon,2016-09-21,2016-09-26,Google Consumer Surveys,B,347.0,lv,44.09,28.75,51.52723,37.43235,347.0
Idaho,2016-09-07,2016-09-13,Google Consumer Surveys,B,165.0,lv,11.78,42.37,19.61379,51.30365,165.0
New Hampshire,2016-08-31,2016-09-06,Google Consumer Surveys,B,78.0,lv,34.78,20.7,43.10133,30.46242,78.0
U.S.,2016-09-15,2016-09-16,Morning Consult,,1639.0,lv,42.0,40.0,45.64544,44.35797,1639.0
Florida,2016-09-27,2016-10-03,Google Consumer Surveys,B,1270.0,lv,34.54,42.36,41.22423,50.9805,1270.0
U.S.,2016-08-12,2016-08-25,RAND (American Life Panel),B-,336.0,lv,57.7,32.5,56.72517,36.45123,336.0
Maryland,2016-09-02,2016-09-15,Ipsos,A-,361.0,lv,53.13,29.03,53.22471,29.77613,361.0
Louisiana,2016-08-26,2016-09-15,Ipsos,A-,374.0,lv,34.25,54.2,34.53013,55.17189,374.0
Iowa,2016-06-09,2016-06-10,Public Policy Polling,B+,630.0,v,44.0,41.0,44.20352,43.2201,630.0
Oklahoma,2016-08-26,2016-09-15,Ipsos,A-,313.0,lv,32.12,53.18,31.01807,52.82991,313.0
Delaware,2016-08-19,2016-09-08,Ipsos,A-,101.0,lv,45.64,23.53,45.50697,24.41893,101.0
U.S.,2016-10-11,2016-10-13,The Times-Picayune/Lucid,,1642.0,lv,45.0,36.0,45.606,41.60224,1642.0
Tennessee,2016-04-25,2016-05-11,Princeton Survey Research Associates International,B+,1001.0,rv,35.0,44.0,35.43397,48.03281,1001.0
Vermont,2016-08-31,2016-09-06,Google Consumer Surveys,B,66.0,lv,43.01,12.63,51.23601,22.26286,66.0
Alabama,2016-08-26,2016-09-15,Ipsos,A-,392.0,lv,40.11,52.94,40.05228,53.55328,392.0
West Virginia,2016-04-29,2016-05-01,Public Policy Polling,B+,1201.0,v,30.0,57.0,29.16357,58.99009,1201.0
Tennessee,2016-09-02,2016-09-15,Ipsos,A-,410.0,lv,26.46,49.74,26.69256,50.6314,410.0
Idaho,2016-08-19,2016-09-08,Ipsos,A-,167.0,lv,30.1,55.85,29.57492,56.40803,167.0
U.S.,2016-09-07,2016-09-11,Ipsos,A-,1122.0,lv,39.3,38.6,41.74779,41.72935,1122.0
Illinois,2016-09-27,2016-10-03,Google Consumer Surveys,B,1116.0,lv,42.41,25.35,49.08981,33.96139,1116.0
New Hampshire,2016-06-24,2016-06-28,American Research Group,C+,533.0,rv,47.0,42.0,47.38501,43.88943,533.0
Kentucky,2016-09-14,2016-09-20,Google Consumer Surveys,B,366.0,lv,29.61,40.67,37.12383,49.14142,366.0
U.S.,2016-09-22,2016-09-28,CVOTER International,C+,1234.0,lv,47.24,49.07,45.75495,46.49052,1234.0
Minnesota,2016-09-02,2016-09-15,Ipsos,A-,537.0,lv,43.91,33.76,43.36436,33.93287,537.0
Kansas,2016-08-09,2016-09-01,SurveyMonkey,C-,741.0,rv,30.0,43.0,32.23502,48.75127,741.0
U.S.,2016-10-02,2016-10-08,USC Dornsife/LA Times,,2712.0,lv,43.31,45.52,44.66669,44.10583,2712.0
Washington,2016-09-02,2016-09-15,Ipsos,A-,460.0,lv,46.81,36.92,46.81099,37.67126,460.0
West Virginia,2016-08-19,2016-09-08,Ipsos,A-,137.0,lv,39.41,54.04,39.44972,55.14646,137.0
Ohio,2016-07-13,2016-07-15,YouGov,B,1104.0,lv,44.0,40.0,47.7585,44.19823,1104.0
Illinois,2016-09-09,2016-09-15,Ipsos,A-,432.0,lv,51.5,36.18,51.63338,36.91245,432.0
U.S.,2016-09-26,2016-09-28,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,42.0,41.0,44.23453,44.17035,1500.0
U.S.,2016-10-06,2016-10-08,The Times-Picayune/Lucid,,2433.0,lv,45.0,36.0,45.98005,41.60234,2433.0
Colorado,2016-09-02,2016-09-15,Ipsos,A-,421.0,lv,40.11,43.13,39.28824,43.0377,421.0
Kansas,2016-09-14,2016-09-20,Google Consumer Surveys,B,246.0,lv,41.3,29.59,48.95707,38.2444,246.0
Connecticut,2016-09-14,2016-09-20,Google Consumer Surveys,B,307.0,lv,39.0,31.8,46.76749,40.59546,307.0
Virginia,2016-08-26,2016-09-08,Ipsos,A-,743.0,lv,50.38,37.08,50.40878,37.95112,743.0
U.S.,2016-10-10,2016-10-12,The Times-Picayune/Lucid,,1632.0,lv,44.0,36.0,44.66921,41.61018,1632.0
Florida,2016-08-10,2016-08-10,Opinion Savvy/InsiderAdvantage,C-,622.0,lv,45.2,44.3,46.05007,48.40771,622.0
New Hampshire,2016-08-19,2016-09-08,Ipsos,A-,164.0,lv,49.02,35.71,48.63802,36.5713,164.0
U.S.,2016-09-06,2016-09-10,Ipsos,A-,1098.0,lv,37.8,39.9,40.262,43.07878,1098.0
U.S.,2016-09-21,2016-09-27,CVOTER International,C+,1239.0,lv,47.86,47.69,46.44469,45.06609,1239.0
Ohio,2016-05-18,2016-05-22,Zogby Interactive/JZ Analytics,C-,679.0,lv,38.0,33.0,40.88208,39.44402,679.0
Texas,2016-09-27,2016-10-03,Google Consumer Surveys,B,1000.0,lv,33.42,40.37,40.07215,48.92434,1000.0
Arkansas,2016-09-07,2016-09-13,Google Consumer Surveys,B,175.0,lv,34.5,35.13,42.1515,43.82717,175.0
Mississippi,2016-08-19,2016-09-08,Ipsos,A-,155.0,lv,35.29,58.25,35.74984,59.56863,155.0
Pennsylvania,2016-09-16,2016-09-22,Ipsos,A-,387.0,lv,45.69,46.46,45.64716,46.91386,387.0
Colorado,2016-09-21,2016-09-26,Google Consumer Surveys,B,530.0,lv,36.67,31.48,44.07932,40.12294,530.0
Tennessee,2016-09-14,2016-09-20,Google Consumer Surveys,B,493.0,lv,28.63,41.49,36.13227,49.94664,493.0
Wisconsin,2016-09-02,2016-09-15,Ipsos,A-,533.0,lv,42.89,39.63,43.00641,40.45937,533.0
U.S.,2016-10-01,2016-10-07,USC Dornsife/LA Times,,2690.0,lv,43.0,46.13,44.43103,44.67483,2690.0
Virginia,2016-09-21,2016-09-26,Google Consumer Surveys,B,546.0,lv,40.36,32.04,47.56932,40.40052,546.0
South Carolina,2016-09-14,2016-09-20,Google Consumer Surveys,B,368.0,lv,33.23,40.95,40.53233,49.15124,368.0
Minnesota,2016-09-21,2016-09-26,Google Consumer Surveys,B,547.0,lv,37.46,28.24,44.84012,36.8417,547.0
Illinois,2016-06-05,2016-06-06,We Ask America,C,1231.0,rv,47.0,35.0,49.73568,39.66278,1231.0
Florida,2016-09-16,2016-09-22,Ipsos,A-,811.0,lv,49.08,45.16,49.65392,46.25141,811.0
Massachusetts,2016-09-02,2016-09-15,Ipsos,A-,488.0,lv,53.07,31.09,53.25617,32.12051,488.0
Washington,2016-09-21,2016-09-26,Google Consumer Surveys,B,510.0,lv,42.92,25.27,50.38493,33.99147,510.0
U.S.,2016-09-20,2016-09-20,Gravis Marketing,B-,1560.0,lv,44.0,40.0,44.80555,40.22405,1560.0
Alabama,2016-09-14,2016-09-20,Google Consumer Surveys,B,413.0,lv,18.35,55.11,25.59996,63.24433,413.0
Delaware,2016-07-29,2016-08-18,Ipsos,A-,117.0,lv,44.1,22.13,43.34782,24.07089,117.0
New York,2016-09-27,2016-10-03,Google Consumer Surveys,B,992.0,lv,43.02,31.27,49.73681,39.9577,992.0
U.S.,2016-10-09,2016-10-11,The Times-Picayune/Lucid,,1636.0,lv,43.0,37.0,43.75415,42.60735,1636.0
U.S.,2016-09-21,2016-09-26,Google Consumer Surveys,B,19273.0,lv,36.55,34.58,43.83146,43.04239,5000.0
Georgia,2016-07-31,2016-07-31,Landmark Communications,B,787.0,lv,46.0,46.0,46.82644,49.97321,787.0
U.S.,2016-09-05,2016-09-09,Ipsos,A-,1085.0,lv,36.3,40.7,38.77708,43.92336,1085.0
California,2016-05-19,2016-05-31,Greenberg Quinlan Rosner/American Viewpoint,B+,1150.0,lv,54.0,33.0,54.42379,35.00753,1150.0
Mississippi,2016-09-07,2016-09-13,Google Consumer Surveys,B,224.0,lv,20.26,56.57,27.57694,64.83312,224.0
Georgia,2016-09-21,2016-09-26,Google Consumer Surveys,B,441.0,lv,31.5,39.2,38.53707,47.31727,441.0
Colorado,2016-08-09,2016-09-01,SurveyMonkey,C-,2428.0,rv,37.0,37.0,39.29939,42.85045,2428.0
U.S.,2016-09-12,2016-09-13,Rasmussen Reports/Pulse Opinion Research,C+,1000.0,lv,40.0,42.0,42.90654,45.3001,1000.0
California,2016-09-27,2016-10-03,Google Consumer Surveys,B,1463.0,lv,46.59,28.33,53.30941,37.02307,1463.0
Iowa,2016-09-14,2016-09-20,Google Consumer Surveys,B,387.0,lv,29.97,30.86,37.68563,39.5892,387.0
New York,2016-09-09,2016-09-15,Ipsos,A-,544.0,lv,53.44,29.97,53.87926,31.02563,544.0
Arkansas,2016-08-19,2016-09-08,Ipsos,A-,266.0,lv,41.42,49.8,41.34723,50.73124,266.0
Texas,2016-09-09,2016-09-15,Ipsos,A-,462.0,lv,28.51,51.13,28.41052,51.61666,462.0
Wyoming,2016-08-24,2016-08-30,Google Consumer Surveys,B,75.0,lv,21.3,42.45,29.24886,51.94522,75.0
U.S.,2016-10-05,2016-10-07,The Times-Picayune/Lucid,,2344.0,lv,46.0,36.0,47.06701,41.59554,2344.0
Oklahoma,2016-09-07,2016-09-13,Google Consumer Surveys,B,231.0,lv,21.6,44.62,29.21005,53.2634,231.0
Virginia,2016-08-09,2016-09-01,SurveyMonkey,C-,2468.0,rv,43.0,36.0,45.05288,41.47067,2468.0
Nebraska,2016-08-19,2016-09-08,Ipsos,A-,171.0,lv,27.75,55.65,27.46177,56.42345,171.0
U.S.,2016-05-12,2016-05-15,Data Targeting,,997.0,rv,31.0,34.0,36.24397,39.2164,997.0
Indiana,2016-05-11,2016-05-15,Bellwether Research & Consulting,,600.0,rv,31.0,40.0,31.82275,44.31706,600.0
New Hampshire,2016-08-05,2016-08-07,Public Policy Polling,B+,802.0,v,50.0,37.0,48.93075,39.67352,802.0
U.S.,2016-09-04,2016-09-08,Ipsos,A-,1106.0,lv,39.0,36.8,41.49364,40.06062,1106.0
Missouri,2016-09-21,2016-09-26,Google Consumer Surveys,B,560.0,lv,34.39,31.95,41.60865,40.32368,560.0
Hawaii,2016-08-24,2016-08-30,Google Consumer Surveys,B,85.0,lv,41.35,23.55,49.49409,33.32721,85.0
North Carolina,2016-09-21,2016-09-26,Google Consumer Surveys,B,613.0,lv,32.56,41.32,39.684,49.56003,613.0
Nebraska,2016-09-07,2016-09-13,Google Consumer Surveys,B,217.0,lv,23.7,45.78,31.48441,54.6496,217.0
Arizona,2016-09-09,2016-09-22,Ipsos,A-,428.0,lv,41.65,47.86,41.36205,48.14312,428.0
U.S.,2016-09-20,2016-09-26,CVOTER International,C+,1174.0,lv,47.45,47.66,46.09998,44.99352,1174.0
Maine,2016-08-19,2016-09-08,Ipsos,A-,189.0,lv,52.06,32.89,51.69105,33.71862,189.0
New York,2016-08-09,2016-09-01,SurveyMonkey,C-,1405.0,rv,51.0,31.0,53.17306,36.65582,1405.0
South Carolina,2016-08-19,2016-09-08,Ipsos,A-,302.0,lv,44.55,48.91,44.67005,49.94085,302.0
U.S.,2016-09-30,2016-10-06,USC Dornsife/LA Times,,2632.0,lv,43.58,46.21,45.08978,44.71404,2632.0
Wisconsin,2016-05-10,2016-05-12,Public Opinion Strategies,B,600.0,lv,43.0,31.0,42.91243,34.12595,600.0
Arizona,2016-09-21,2016-09-26,Google Consumer Surveys,B,494.0,lv,37.8,33.82,45.12919,42.34978,494.0
Kansas,2016-08-19,2016-09-08,Ipsos,A-,294.0,lv,38.27,51.62,37.31106,51.73542,294.0
West Virginia,2016-08-31,2016-09-06,Google Consumer Surveys,B,93.0,lv,22.99,52.23,30.88881,61.41816,93.0
U.S.,2016-10-08,2016-10-10,The Times-Picayune/Lucid,,1625.0,lv,44.0,37.0,44.83006,42.6064,1625.0
Montana,2016-07-29,2016-08-18,Ipsos,A-,100.0,lv,39.93,46.87,37.73026,47.50797,100.0
Nevada,2016-09-07,2016-09-13,Google Consumer Surveys,B,207.0,lv,27.78,35.62,35.50766,44.41597,207.0
District of Columbia,2016-08-24,2016-08-30,Google Consumer Surveys,B,67.0,lv,44.27,25.62,52.66078,35.75352,67.0
Arizona,2016-08-09,2016-09-01,SurveyMonkey,C-,2026.0,rv,37.0,39.0,39.20062,44.69828,2026.0
Missouri,2016-08-26,2016-09-08,Ipsos,A-,361.0,lv,33.97,52.69,33.58581,53.15249,361.0
Maine,2016-08-24,2016-08-30,Google Consumer Surveys,B,104.0,lv,47.02,17.28,55.23191,27.15517,104.0
Virginia,2016-05-24,2016-05-24,Gravis Marketing,B-,1728.0,rv,44.0,38.0,47.26099,40.306,1728.0
Iowa,2016-08-19,2016-09-08,Ipsos,A-,327.0,lv,41.39,43.91,41.27251,44.89386,327.0
U.S.,2016-09-03,2016-09-07,Ipsos,A-,1101.0,lv,40.0,34.8,42.50957,38.10107,1101.0
Ohio,2016-09-16,2016-09-22,Ipsos,A-,407.0,lv,46.34,42.88,46.10545,43.16765,407.0
Alaska,2016-08-24,2016-08-30,Google Consumer Surveys,B,87.0,lv,30.84,29.36,38.87545,38.98029,87.0
Nevada,2016-08-19,2016-09-08,Ipsos,A-,273.0,lv,43.35,40.55,43.05781,41.29486,273.0
Idaho,2016-08-31,2016-09-06,Google Consumer Surveys,B,187.0,lv,24.67,35.73,32.60803,44.97145,187.0
Ohio,2016-08-09,2016-09-01,SurveyMonkey,C-,2543.0,rv,37.0,40.0,39.13716,45.60051,2543.0
Indiana,2016-09-21,2016-09-26,Google Consumer Surveys,B,568.0,lv,36.14,33.29,43.33352,41.6282,568.0
New Mexico,2016-09-07,2016-09-13,Google Consumer Surveys,B,219.0,lv,42.32,28.46,50.13939,37.37497,219.0
Massachusetts,2016-09-14,2016-09-20,Google Consumer Surveys,B,435.0,lv,50.03,23.57,58.09471,32.74513,435.0
U.S.,2016-10-04,2016-10-06,The Times-Picayune/Lucid,,2262.0,lv,45.0,35.0,46.15403,40.58276,2262.0
Indiana,2016-08-26,2016-09-08,Ipsos,A-,351.0,lv,32.07,55.94,30.96362,55.6686,351.0
U.S.,2016-06-27,2016-06-28,Public Policy Polling,B+,853.0,v,45.0,41.0,47.8778,45.68438,853.0
New Mexico,2016-08-19,2016-09-08,Ipsos,A-,106.0,lv,38.01,47.6,35.00949,45.67636,106.0
U.S.,2016-10-07,2016-10-09,The Times-Picayune/Lucid,,1615.0,lv,45.0,37.0,45.90016,42.60654,1615.0
Georgia,2016-09-02,2016-09-15,Ipsos,A-,539.0,lv,39.99,47.77,39.67482,48.04485,539.0
U.S.,2016-09-02,2016-09-06,Ipsos,A-,1084.0,lv,41.3,34.0,43.82374,37.34084,1084.0
Maryland,2016-09-14,2016-09-20,Google Consumer Surveys,B,355.0,lv,43.47,26.86,50.94979,35.28793,355.0
Connecticut,2016-08-19,2016-09-08,Ipsos,A-,428.0,lv,45.75,40.14,45.77793,41.2932,428.0
U.S.,2016-06-19,2016-06-23,NBC News/Wall Street Journal,A-,1000.0,rv,39.0,38.0,42.62567,45.17377,1000.0
Oregon,2016-09-14,2016-09-20,Google Consumer Surveys,B,373.0,lv,40.19,28.11,47.93806,36.88064,373.0
Vermont,2016-08-24,2016-08-30,Google Consumer Surveys,B,69.0,lv,50.15,18.1,58.37598,27.99548,69.0
North Carolina,2016-08-09,2016-09-01,SurveyMonkey,C-,2552.0,rv,40.0,41.0,41.94772,46.30865,2552.0
Pennsylvania,2016-08-09,2016-09-01,SurveyMonkey,C-,2861.0,rv,41.0,38.0,43.03257,43.43938,2861.0
Louisiana,2016-09-07,2016-09-13,Google Consumer Surveys,B,258.0,lv,26.43,45.38,33.86989,53.80264,258.0
U.S.,2016-09-29,2016-10-05,USC Dornsife/LA Times,,2489.0,lv,42.58,46.6,44.17601,45.05711,2489.0
Wisconsin,2016-09-21,2016-09-26,Google Consumer Surveys,B,672.0,lv,40.71,27.62,48.07529,36.20076,672.0
New Jersey,2016-09-02,2016-09-15,Ipsos,A-,880.0,lv,48.91,33.46,49.66566,34.9204,880.0
Kansas,2016-09-07,2016-09-13,Google Consumer Surveys,B,283.0,lv,37.26,28.56,45.0736,37.46746,283.0
Oklahoma,2016-08-19,2016-09-08,Ipsos,A-,313.0,lv,33.33,52.43,32.22654,52.31255,313.0
Maryland,2016-08-26,2016-09-08,Ipsos,A-,364.0,lv,53.93,29.58,54.05907,30.54754,364.0
Nevada,2016-07-29,2016-07-31,Rasmussen Reports/Pulse Opinion Research,C+,750.0,lv,41.0,40.0,43.5959,44.5727,750.0
Michigan,2016-09-21,2016-09-26,Google Consumer Surveys,B,516.0,lv,37.28,29.9,44.58205,38.39146,516.0
U.S.,2016-09-07,2016-09-08,Gravis Marketing,B-,2348.0,lv,43.0,40.0,44.04461,40.66117,2348.0
U.S.,2016-09-19,2016-09-25,CVOTER International,C+,1052.0,lv,47.81,47.14,46.50826,44.44632,1052.0
Washington,2016-08-26,2016-09-08,Ipsos,A-,502.0,lv,45.05,37.02,45.097,38.02834,502.0
U.S.,2016-09-01,2016-09-05,Ipsos,A-,1083.0,lv,39.7,37.8,42.23309,41.17594,1083.0
Montana,2016-08-31,2016-09-06,Google Consumer Surveys,B,157.0,lv,29.85,32.2,37.85838,41.53707,157.0
U.S.,2016-05-11,2016-05-16,McLaughlin & Associates,C-,1000.0,lv,46.0,42.0,45.46736,42.80282,1000.0
Tennessee,2016-08-26,2016-09-08,Ipsos,A-,413.0,lv,27.91,48.53,28.1778,49.64547,413.0
West Virginia,2016-08-12,2016-09-01,Ipsos,A-,142.0,lv,37.84,54.98,37.68105,56.4807,142.0
South Dakota,2016-08-31,2016-09-06,Google Consumer Surveys,B,59.0,lv,35.35,34.63,43.30567,43.89544,59.0
New Hampshire,2016-08-24,2016-08-30,Google Consumer Surveys,B,73.0,lv,32.92,22.15,41.24129,32.18316,73.0
Maryland,2016-08-12,2016-09-01,Ipsos,A-,526.0,lv,52.18,32.11,52.10833,33.606,526.0
Florida,2016-05-31,2016-06-02,"Mason-Dixon Polling & Research, Inc.",B+,625.0,lv,45.0,42.0,46.27422,45.91676,625.0
U.S.,2016-09-06,2016-09-08,Morning Consult,,1710.0,lv,41.0,39.0,44.81591,43.71872,1710.0
Maryland,2016-04-05,2016-04-09,Marist College,A,2563.0,rv,63.0,27.0,61.42761,30.97545,2563.0
South Carolina,2016-08-09,2016-09-01,SurveyMonkey,C-,894.0,rv,38.0,45.0,39.85,50.1581,894.0
North Dakota,2016-08-24,2016-08-30,Google Consumer Surveys,B,63.0,lv,21.39,48.83,29.50148,58.56011,63.0
Louisiana,2016-08-19,2016-09-08,Ipsos,A-,342.0,lv,33.24,59.91,33.5157,61.09785,342.0
New Jersey,2016-09-21,2016-09-26,Google Consumer Surveys,B,605.0,lv,37.55,35.87,44.89336,44.41979,605.0
U.S.,2016-08-31,2016-09-04,Ipsos,A-,1090.0,lv,40.8,37.9,43.34215,41.31808,1090.0
Illinois,2016-09-02,2016-09-08,Ipsos,A-,460.0,lv,51.65,33.86,51.84077,34.8314,460.0
Alabama,2016-08-19,2016-09-08,Ipsos,A-,367.0,lv,42.33,50.6,42.26684,51.42348,367.0
Pennsylvania,2016-09-21,2016-09-26,Google Consumer Surveys,B,734.0,lv,35.11,35.75,42.30284,44.08724,734.0
Arkansas,2016-08-31,2016-09-06,Google Consumer Surveys,B,189.0,lv,33.78,40.6,41.52867,49.5841,189.0
Georgia,2016-09-14,2016-09-20,Google Consumer Surveys,B,543.0,lv,30.02,44.88,37.31365,53.07014,543.0
Arizona,2016-06-20,2016-06-20,MBQF,C+,1060.0,lv,46.5,42.2,45.59989,43.90424,1060.0
South Dakota,2016-08-24,2016-08-30,Google Consumer Surveys,B,84.0,lv,27.93,38.56,35.88564,48.06502,84.0
U.S.,2016-09-28,2016-10-04,USC Dornsife/LA Times,,2369.0,lv,42.93,46.53,44.61529,44.93198,2369.0
Pennsylvania,2016-09-09,2016-09-15,Ipsos,A-,423.0,lv,46.11,43.81,46.09631,44.37392,423.0
U.S.,2016-09-18,2016-09-24,CVOTER International,C+,1022.0,lv,48.52,46.17,47.24599,43.46104,1022.0
Colorado,2016-08-26,2016-09-08,Ipsos,A-,417.0,lv,40.5,43.29,39.72181,43.44725,417.0
Kentucky,2016-09-07,2016-09-13,Google Consumer Surveys,B,368.0,lv,32.16,43.82,39.82144,52.53006,368.0
Rhode Island,2016-08-17,2016-08-23,Google Consumer Surveys,B,73.0,lv,44.22,18.48,52.40091,29.01718,73.0
U.S.,2016-09-17,2016-09-23,CVOTER International,C+,1091.0,lv,48.41,46.72,47.14977,44.00797,1091.0
Minnesota,2016-08-26,2016-09-08,Ipsos,A-,517.0,lv,41.56,31.31,41.05663,31.72848,517.0
Virginia,2016-09-14,2016-09-20,Google Consumer Surveys,B,616.0,lv,36.26,36.84,43.74926,45.28003,616.0
Delaware,2016-08-24,2016-08-30,Google Consumer Surveys,B,99.0,lv,34.1,31.69,41.89164,40.95813,99.0
U.S.,2016-08-30,2016-09-03,Ipsos,A-,1092.0,lv,40.4,36.5,42.95044,39.95587,1092.0
Kentucky,2016-08-19,2016-09-08,Ipsos,A-,409.0,lv,37.01,53.27,37.17494,54.44326,409.0
U.S.,2016-09-06,2016-09-07,Rasmussen Reports/Pulse Opinion Research,C+,1000.0,lv,43.0,39.0,46.0111,42.54461,1000.0
Michigan,2016-08-09,2016-09-01,SurveyMonkey,C-,2428.0,rv,39.0,38.0,41.16718,43.64676,2428.0
Connecticut,2016-09-07,2016-09-13,Google Consumer Surveys,B,304.0,lv,41.81,26.44,49.74091,35.49965,304.0
U.S.,2016-06-24,2016-06-29,IBD/TIPP,A-,837.0,rv,37.0,36.0,42.97889,42.00613,837.0
Nebraska,2016-08-31,2016-09-06,Google Consumer Surveys,B,248.0,lv,27.38,40.91,35.26674,50.08174,248.0
Arizona,2016-09-02,2016-09-15,Ipsos,A-,467.0,lv,39.48,46.11,39.25208,46.58152,467.0
New York,2016-09-02,2016-09-08,Ipsos,A-,631.0,lv,51.83,30.11,52.32933,31.41164,631.0
U.S.,2016-08-29,2016-09-02,Ipsos,A-,1132.0,lv,39.6,38.5,42.15728,41.98763,1132.0
