pollster,state,population,day,weighted_clinton,weighted_trump,samplesize_total,c-minus-t
Ipsos,South Carolina,lv,2016-08-26,44.3794402051344,49.210560924342225,915.0,-4.831120719207824
Ipsos,South Carolina,lv,2016-08-27,44.3794402051344,49.210560924342225,915.0,-4.831120719207824
Ipsos,South Carolina,lv,2016-08-28,44.3794402051344,49.210560924342225,915.0,-4.831120719207824
Ipsos,South Carolina,lv,2016-08-29,44.3794402051344,49.210560924342225,915.0,-4.831120719207824
Ipsos,South Carolina,lv,2016-08-30,44.3794402051344,49.210560924342225,915.0,-4.831120719207824
Ipsos,South Carolina,lv,2016-08-31,44.3794402051344,49.210560924342225,915.0,-4.831120719207824
Ipsos,South Carolina,lv,2016-09-01,44.3794402051344,49.210560924342225,915.0,-4.831120719207824
Ipsos,South Carolina,lv,2016-09-02,43.63966865061903,49.71174084685609,933.0,-6.072072196237059
Ipsos,South Carolina,lv,2016-09-03,43.63966865061903,49.71174084685609,933.0,-6.072072196237059
Ipsos,South Carolina,lv,2016-09-04,43.63966865061903,49.71174084685609,933.0,-6.072072196237059
Ipsos,South Carolina,lv,2016-09-05,43.63966865061903,49.71174084685609,933.0,-6.072072196237059
Ipsos,South Carolina,lv,2016-09-06,43.63966865061903,49.71174084685609,933.0,-6.072072196237059
Ipsos,South Carolina,lv,2016-09-07,43.63966865061903,49.71174084685609,933.0,-6.072072196237059
Ipsos,South Carolina,lv,2016-09-08,43.63966865061903,49.71174084685609,933.0,-6.072072196237059
Ipsos,South Carolina,lv,2016-09-09,43.19434627205855,50.1039421493311,631.0,-6.909595877272544
Ipsos,South Carolina,lv,2016-09-10,43.19434627205855,50.1039421493311,631.0,-6.909595877272544
Ipsos,South Carolina,lv,2016-09-11,43.19434627205855,50.1039421493311,631.0,-6.909595877272544
Ipsos,South Carolina,lv,2016-09-12,43.19434627205855,50.1039421493311,631.0,-6.909595877272544
Ipsos,South Carolina,lv,2016-09-13,43.19434627205855,50.1039421493311,631.0,-6.909595877272544
Ipsos,South Carolina,lv,2016-09-14,43.19434627205855,50.1039421493311,631.0,-6.909595877272544
Ipsos,South Carolina,lv,2016-09-15,43.19434627205855,50.1039421493311,631.0,-6.909595877272544
Ipsos,South Carolina,lv,2016-09-16,43.61325698535239,49.352919724609,557.0,-5.739662739256609
Ipsos,South Carolina,lv,2016-09-17,43.61325698535239,49.352919724609,557.0,-5.739662739256609
Ipsos,South Carolina,lv,2016-09-18,43.61325698535239,49.352919724609,557.0,-5.739662739256609
Ipsos,South Carolina,lv,2016-09-19,43.61325698535239,49.352919724609,557.0,-5.739662739256609
Ipsos,South Carolina,lv,2016-09-20,43.61325698535239,49.352919724609,557.0,-5.739662739256609
Ipsos,South Carolina,lv,2016-09-21,43.61325698535239,49.352919724609,557.0,-5.739662739256609
Ipsos,South Carolina,lv,2016-09-22,43.61325698535239,49.352919724609,557.0,-5.739662739256609
Ipsos,South Carolina,lv,2016-09-23,45.71232576073058,48.704180428696596,844.0,-2.9918546679660167
Ipsos,South Carolina,lv,2016-09-24,45.71232576073058,48.704180428696596,844.0,-2.9918546679660167
Ipsos,South Carolina,lv,2016-09-25,45.71232576073058,48.704180428696596,844.0,-2.9918546679660167
Ipsos,South Carolina,lv,2016-09-26,45.71232576073058,48.704180428696596,844.0,-2.9918546679660167
Ipsos,South Carolina,lv,2016-09-27,45.71232576073058,48.704180428696596,844.0,-2.9918546679660167
Ipsos,South Carolina,lv,2016-09-28,45.71232576073058,48.704180428696596,844.0,-2.9918546679660167
Ipsos,South Carolina,lv,2016-09-29,45.71232576073058,48.704180428696596,844.0,-2.9918546679660167
Ipsos,South Carolina,lv,2016-09-30,45.416089598158685,49.3477286270553,908.0,-3.931639028896612
Ipsos,South Carolina,lv,2016-10-01,45.416089598158685,49.3477286270553,908.0,-3.931639028896612
Ipsos,South Carolina,lv,2016-10-02,45.416089598158685,49.3477286270553,908.0,-3.931639028896612
Ipsos,South Carolina,lv,2016-10-03,45.416089598158685,49.3477286270553,908.0,-3.931639028896612
Ipsos,South Carolina,lv,2016-10-04,45.416089598158685,49.3477286270553,908.0,-3.931639028896612
Ipsos,South Carolina,lv,2016-10-05,45.416089598158685,49.3477286270553,908.0,-3.931639028896612
Ipsos,South Carolina,lv,2016-10-06,45.416089598158685,49.3477286270553,908.0,-3.931639028896612
Ipsos,South Carolina,lv,2016-10-07,44.4353196201874,49.450161701324724,932.0,-5.014842081137324
Ipsos,South Carolina,lv,2016-10-08,44.4353196201874,49.450161701324724,932.0,-5.014842081137324
Ipsos,South Carolina,lv,2016-10-09,44.4353196201874,49.450161701324724,932.0,-5.014842081137324
Ipsos,South Carolina,lv,2016-10-10,44.4353196201874,49.450161701324724,932.0,-5.014842081137324
Ipsos,South Carolina,lv,2016-10-11,44.4353196201874,49.450161701324724,932.0,-5.014842081137324
Ipsos,South Carolina,lv,2016-10-12,44.4353196201874,49.450161701324724,932.0,-5.014842081137324
Ipsos,South Carolina,lv,2016-10-13,44.4353196201874,49.450161701324724,932.0,-5.014842081137324
Ipsos,South Carolina,lv,2016-10-14,43.601314456503054,49.77631297329936,586.0,-6.1749985167963075
Ipsos,South Carolina,lv,2016-10-15,43.601314456503054,49.77631297329936,586.0,-6.1749985167963075
Ipsos,South Carolina,lv,2016-10-16,43.601314456503054,49.77631297329936,586.0,-6.1749985167963075
Ipsos,South Carolina,lv,2016-10-17,43.601314456503054,49.77631297329936,586.0,-6.1749985167963075
Ipsos,South Carolina,lv,2016-10-18,43.601314456503054,49.77631297329936,586.0,-6.1749985167963075
Ipsos,South Carolina,lv,2016-10-19,43.601314456503054,49.77631297329936,586.0,-6.1749985167963075
Ipsos,South Carolina,lv,2016-10-20,43.601314456503054,49.77631297329936,586.0,-6.1749985167963075
Ipsos,South Carolina,lv,2016-10-21,43.9297344727128,48.710220419135524,763.0,-4.780485946422722
Ipsos,South Carolina,lv,2016-10-22,43.9297344727128,48.710220419135524,763.0,-4.780485946422722
Ipsos,South Carolina,lv,2016-10-23,43.9297344727128,48.710220419135524,763.0,-4.780485946422722
Ipsos,South Carolina,lv,2016-10-24,43.85015083163224,48.889377453203885,1014.0,-5.039226621571643
Ipsos,South Carolina,lv,2016-10-25,43.85015083163224,48.889377453203885,1014.0,-5.039226621571643
Ipsos,South Carolina,lv,2016-10-26,43.85015083163224,48.889377453203885,1014.0,-5.039226621571643
Ipsos,South Carolina,lv,2016-10-27,43.85015083163224,48.889377453203885,1014.0,-5.039226621571643
Ipsos,South Carolina,lv,2016-10-28,43.96488632478229,48.985916808667305,732.0,-5.0210304838850135
Ipsos,South Carolina,lv,2016-10-29,43.96488632478229,48.985916808667305,732.0,-5.0210304838850135
Ipsos,South Carolina,lv,2016-10-30,43.96488632478229,48.985916808667305,732.0,-5.0210304838850135
Ipsos,South Carolina,lv,2016-10-31,43.96488632478229,48.985916808667305,732.0,-5.0210304838850135
Ipsos,South Carolina,lv,2016-11-01,43.96488632478229,48.985916808667305,732.0,-5.0210304838850135
Ipsos,South Carolina,lv,2016-11-02,43.96488632478229,48.985916808667305,732.0,-5.0210304838850135
Ipsos,South Carolina,lv,2016-11-03,43.938003959234265,49.31072583300572,496.0,-5.372721873771454
Ipsos,South Carolina,lv,2016-11-04,43.61,49.43,251.0,-5.82
Ipsos,South Carolina,lv,2016-11-05,43.61,49.43,251.0,-5.82
Ipsos,South Carolina,lv,2016-11-06,43.61,49.43,251.0,-5.82
Ipsos,South Dakota,lv,2016-09-02,28.31,51.61,112.0,-23.3
Ipsos,South Dakota,lv,2016-09-03,28.31,51.61,112.0,-23.3
Ipsos,South Dakota,lv,2016-09-04,28.31,51.61,112.0,-23.3
Ipsos,South Dakota,lv,2016-09-05,28.31,51.61,112.0,-23.3
Ipsos,South Dakota,lv,2016-09-06,28.31,51.61,112.0,-23.3
Ipsos,South Dakota,lv,2016-09-07,28.31,51.61,112.0,-23.3
Ipsos,South Dakota,lv,2016-09-08,28.31,51.61,112.0,-23.3
Ipsos,South Dakota,lv,2016-09-09,29.962896173027683,49.2438004189693,217.0,-19.280904245941617
Ipsos,South Dakota,lv,2016-09-10,29.962896173027683,49.2438004189693,217.0,-19.280904245941617
Ipsos,South Dakota,lv,2016-09-11,29.962896173027683,49.2438004189693,217.0,-19.280904245941617
Ipsos,South Dakota,lv,2016-09-12,29.962896173027683,49.2438004189693,217.0,-19.280904245941617
Ipsos,South Dakota,lv,2016-09-13,29.962896173027683,49.2438004189693,217.0,-19.280904245941617
Ipsos,South Dakota,lv,2016-09-14,29.962896173027683,49.2438004189693,217.0,-19.280904245941617
Ipsos,South Dakota,lv,2016-09-15,29.962896173027683,49.2438004189693,217.0,-19.280904245941617
Ipsos,South Dakota,lv,2016-09-16,31.911559751515178,47.96190210010771,330.0,-16.05034234859253
Ipsos,South Dakota,lv,2016-09-17,31.911559751515178,47.96190210010771,330.0,-16.05034234859253
Ipsos,South Dakota,lv,2016-09-18,31.911559751515178,47.96190210010771,330.0,-16.05034234859253
Ipsos,South Dakota,lv,2016-09-19,31.911559751515178,47.96190210010771,330.0,-16.05034234859253
Ipsos,South Dakota,lv,2016-09-20,31.911559751515178,47.96190210010771,330.0,-16.05034234859253
Ipsos,South Dakota,lv,2016-09-21,31.911559751515178,47.96190210010771,330.0,-16.05034234859253
Ipsos,South Dakota,lv,2016-09-22,31.911559751515178,47.96190210010771,330.0,-16.05034234859253
Ipsos,South Dakota,lv,2016-09-23,33.830346485633314,46.737286870220764,323.0,-12.90694038458745
Ipsos,South Dakota,lv,2016-09-24,33.830346485633314,46.737286870220764,323.0,-12.90694038458745
Ipsos,South Dakota,lv,2016-09-25,33.830346485633314,46.737286870220764,323.0,-12.90694038458745
Ipsos,South Dakota,lv,2016-09-26,33.830346485633314,46.737286870220764,323.0,-12.90694038458745
Ipsos,South Dakota,lv,2016-09-27,33.830346485633314,46.737286870220764,323.0,-12.90694038458745
Ipsos,South Dakota,lv,2016-09-28,33.830346485633314,46.737286870220764,323.0,-12.90694038458745
Ipsos,South Dakota,lv,2016-09-29,33.830346485633314,46.737286870220764,323.0,-12.90694038458745
Ipsos,South Dakota,lv,2016-09-30,34.19372358755444,47.66607928488693,321.0,-13.472355697332496
Ipsos,South Dakota,lv,2016-10-01,34.19372358755444,47.66607928488693,321.0,-13.472355697332496
Ipsos,South Dakota,lv,2016-10-02,34.19372358755444,47.66607928488693,321.0,-13.472355697332496
Ipsos,South Dakota,lv,2016-10-03,34.19372358755444,47.66607928488693,321.0,-13.472355697332496
Ipsos,South Dakota,lv,2016-10-04,34.19372358755444,47.66607928488693,321.0,-13.472355697332496
Ipsos,South Dakota,lv,2016-10-05,34.19372358755444,47.66607928488693,321.0,-13.472355697332496
Ipsos,South Dakota,lv,2016-10-06,34.19372358755444,47.66607928488693,321.0,-13.472355697332496
Ipsos,South Dakota,lv,2016-10-07,33.39302891616555,48.82108164019854,208.0,-15.428052724032995
Ipsos,South Dakota,lv,2016-10-08,33.39302891616555,48.82108164019854,208.0,-15.428052724032995
Ipsos,South Dakota,lv,2016-10-09,33.39302891616555,48.82108164019854,208.0,-15.428052724032995
Ipsos,South Dakota,lv,2016-10-10,33.39302891616555,48.82108164019854,208.0,-15.428052724032995
Ipsos,South Dakota,lv,2016-10-11,33.39302891616555,48.82108164019854,208.0,-15.428052724032995
Ipsos,South Dakota,lv,2016-10-12,33.39302891616555,48.82108164019854,208.0,-15.428052724032995
Ipsos,South Dakota,lv,2016-10-13,33.39302891616555,48.82108164019854,208.0,-15.428052724032995
Ipsos,South Dakota,lv,2016-10-14,32.76,49.64,103.0,-16.880000000000003
Ipsos,South Dakota,lv,2016-10-15,32.76,49.64,103.0,-16.880000000000003
Ipsos,South Dakota,lv,2016-10-16,32.76,49.64,103.0,-16.880000000000003
Ipsos,South Dakota,lv,2016-10-17,32.76,49.64,103.0,-16.880000000000003
Ipsos,South Dakota,lv,2016-10-18,32.76,49.64,103.0,-16.880000000000003
Ipsos,South Dakota,lv,2016-10-19,32.76,49.64,103.0,-16.880000000000003
Ipsos,South Dakota,lv,2016-10-20,32.76,49.64,103.0,-16.880000000000003
Ipsos,South Dakota,lv,2016-10-23,29.45,52.16,114.0,-22.709999999999997
Ipsos,South Dakota,lv,2016-10-24,29.45,52.16,114.0,-22.709999999999997
Ipsos,South Dakota,lv,2016-10-25,29.45,52.16,114.0,-22.709999999999997
Ipsos,South Dakota,lv,2016-10-26,29.45,52.16,114.0,-22.709999999999997
Ipsos,South Dakota,lv,2016-10-27,29.45,52.16,114.0,-22.709999999999997
Ipsos,South Dakota,lv,2016-10-28,28.900215507899265,49.43306891918035,284.0,-20.532853411281085
Ipsos,South Dakota,lv,2016-10-29,28.900215507899265,49.43306891918035,284.0,-20.532853411281085
Ipsos,South Dakota,lv,2016-10-30,28.900215507899265,49.43306891918035,284.0,-20.532853411281085
Ipsos,South Dakota,lv,2016-10-31,28.900215507899265,49.43306891918035,284.0,-20.532853411281085
Ipsos,South Dakota,lv,2016-11-01,28.900215507899265,49.43306891918035,284.0,-20.532853411281085
Ipsos,South Dakota,lv,2016-11-02,28.900215507899265,49.43306891918035,284.0,-20.532853411281085
Ipsos,South Dakota,lv,2016-11-03,29.45,52.16,114.0,-22.709999999999997
Ipsos,South Dakota,lv,2016-11-04,29.45,52.16,114.0,-22.709999999999997
Ipsos,South Dakota,lv,2016-11-05,29.45,52.16,114.0,-22.709999999999997
Ipsos,South Dakota,lv,2016-11-06,29.45,52.16,114.0,-22.709999999999997
Ipsos,Tennessee,lv,2016-08-05,35.51,42.91,398.0,-7.399999999999999
Ipsos,Tennessee,lv,2016-08-06,35.51,42.91,398.0,-7.399999999999999
Ipsos,Tennessee,lv,2016-08-07,35.51,42.91,398.0,-7.399999999999999
Ipsos,Tennessee,lv,2016-08-08,35.51,42.91,398.0,-7.399999999999999
Ipsos,Tennessee,lv,2016-08-09,35.51,42.91,398.0,-7.399999999999999
Ipsos,Tennessee,lv,2016-08-10,35.51,42.91,398.0,-7.399999999999999
Ipsos,Tennessee,lv,2016-08-11,35.51,42.91,398.0,-7.399999999999999
Ipsos,Tennessee,lv,2016-08-12,34.13458495232063,44.25594186808623,769.0,-10.121356915765602
Ipsos,Tennessee,lv,2016-08-13,34.13458495232063,44.25594186808623,769.0,-10.121356915765602
Ipsos,Tennessee,lv,2016-08-14,34.13458495232063,44.25594186808623,769.0,-10.121356915765602
Ipsos,Tennessee,lv,2016-08-15,34.13458495232063,44.25594186808623,769.0,-10.121356915765602
Ipsos,Tennessee,lv,2016-08-16,34.13458495232063,44.25594186808623,769.0,-10.121356915765602
Ipsos,Tennessee,lv,2016-08-17,34.13458495232063,44.25594186808623,769.0,-10.121356915765602
Ipsos,Tennessee,lv,2016-08-18,34.13458495232063,44.25594186808623,769.0,-10.121356915765602
Ipsos,Tennessee,lv,2016-08-19,32.08304600347425,47.58183385921348,772.0,-15.49878785573923
Ipsos,Tennessee,lv,2016-08-20,32.08304600347425,47.58183385921348,772.0,-15.49878785573923
Ipsos,Tennessee,lv,2016-08-21,32.08304600347425,47.58183385921348,772.0,-15.49878785573923
Ipsos,Tennessee,lv,2016-08-22,32.08304600347425,47.58183385921348,772.0,-15.49878785573923
Ipsos,Tennessee,lv,2016-08-23,32.08304600347425,47.58183385921348,772.0,-15.49878785573923
Ipsos,Tennessee,lv,2016-08-24,32.08304600347425,47.58183385921348,772.0,-15.49878785573923
Ipsos,Tennessee,lv,2016-08-25,32.08304600347425,47.58183385921348,772.0,-15.49878785573923
Ipsos,Tennessee,lv,2016-08-26,29.68184203690875,48.98164600940811,814.0,-19.299803972499358
Ipsos,Tennessee,lv,2016-08-27,29.68184203690875,48.98164600940811,814.0,-19.299803972499358
Ipsos,Tennessee,lv,2016-08-28,29.68184203690875,48.98164600940811,814.0,-19.299803972499358
Ipsos,Tennessee,lv,2016-08-29,29.68184203690875,48.98164600940811,814.0,-19.299803972499358
Ipsos,Tennessee,lv,2016-08-30,29.68184203690875,48.98164600940811,814.0,-19.299803972499358
Ipsos,Tennessee,lv,2016-08-31,29.68184203690875,48.98164600940811,814.0,-19.299803972499358
Ipsos,Tennessee,lv,2016-09-01,29.68184203690875,48.98164600940811,814.0,-19.299803972499358
Ipsos,Tennessee,lv,2016-09-02,27.186321389565688,49.13389732319002,823.0,-21.947575933624332
Ipsos,Tennessee,lv,2016-09-03,27.186321389565688,49.13389732319002,823.0,-21.947575933624332
Ipsos,Tennessee,lv,2016-09-04,27.186321389565688,49.13389732319002,823.0,-21.947575933624332
Ipsos,Tennessee,lv,2016-09-05,27.186321389565688,49.13389732319002,823.0,-21.947575933624332
Ipsos,Tennessee,lv,2016-09-06,27.186321389565688,49.13389732319002,823.0,-21.947575933624332
Ipsos,Tennessee,lv,2016-09-07,27.186321389565688,49.13389732319002,823.0,-21.947575933624332
Ipsos,Tennessee,lv,2016-09-08,27.186321389565688,49.13389732319002,823.0,-21.947575933624332
Ipsos,Tennessee,lv,2016-09-09,29.999833604848508,48.35062808005946,857.0,-18.35079447521095
Ipsos,Tennessee,lv,2016-09-10,29.999833604848508,48.35062808005946,857.0,-18.35079447521095
Ipsos,Tennessee,lv,2016-09-11,29.999833604848508,48.35062808005946,857.0,-18.35079447521095
Ipsos,Tennessee,lv,2016-09-12,29.999833604848508,48.35062808005946,857.0,-18.35079447521095
Ipsos,Tennessee,lv,2016-09-13,29.999833604848508,48.35062808005946,857.0,-18.35079447521095
Ipsos,Tennessee,lv,2016-09-14,29.999833604848508,48.35062808005946,857.0,-18.35079447521095
Ipsos,Tennessee,lv,2016-09-15,29.999833604848508,48.35062808005946,857.0,-18.35079447521095
Ipsos,Tennessee,lv,2016-09-16,34.266797597802956,47.045637356660905,942.0,-12.778839758857949
Ipsos,Tennessee,lv,2016-09-17,34.266797597802956,47.045637356660905,942.0,-12.778839758857949
Ipsos,Tennessee,lv,2016-09-18,34.266797597802956,47.045637356660905,942.0,-12.778839758857949
Ipsos,Tennessee,lv,2016-09-19,34.266797597802956,47.045637356660905,942.0,-12.778839758857949
Ipsos,Tennessee,lv,2016-09-20,34.266797597802956,47.045637356660905,942.0,-12.778839758857949
Ipsos,Tennessee,lv,2016-09-21,34.266797597802956,47.045637356660905,942.0,-12.778839758857949
Ipsos,Tennessee,lv,2016-09-22,34.266797597802956,47.045637356660905,942.0,-12.778839758857949
Ipsos,Tennessee,lv,2016-09-23,34.46171414579544,47.84211998492487,1052.0,-13.38040583912943
Ipsos,Tennessee,lv,2016-09-24,34.46171414579544,47.84211998492487,1052.0,-13.38040583912943
Ipsos,Tennessee,lv,2016-09-25,34.46171414579544,47.84211998492487,1052.0,-13.38040583912943
Ipsos,Tennessee,lv,2016-09-26,34.46171414579544,47.84211998492487,1052.0,-13.38040583912943
Ipsos,Tennessee,lv,2016-09-27,34.46171414579544,47.84211998492487,1052.0,-13.38040583912943
Ipsos,Tennessee,lv,2016-09-28,34.46171414579544,47.84211998492487,1052.0,-13.38040583912943
Ipsos,Tennessee,lv,2016-09-29,34.46171414579544,47.84211998492487,1052.0,-13.38040583912943
Ipsos,Tennessee,lv,2016-09-30,34.217376909925086,47.92969970305089,1098.0,-13.712322793125807
Ipsos,Tennessee,lv,2016-10-01,34.217376909925086,47.92969970305089,1098.0,-13.712322793125807
Ipsos,Tennessee,lv,2016-10-02,34.217376909925086,47.92969970305089,1098.0,-13.712322793125807
Ipsos,Tennessee,lv,2016-10-03,34.217376909925086,47.92969970305089,1098.0,-13.712322793125807
Ipsos,Tennessee,lv,2016-10-04,34.217376909925086,47.92969970305089,1098.0,-13.712322793125807
Ipsos,Tennessee,lv,2016-10-05,34.217376909925086,47.92969970305089,1098.0,-13.712322793125807
Ipsos,Tennessee,lv,2016-10-06,34.217376909925086,47.92969970305089,1098.0,-13.712322793125807
Ipsos,Tennessee,lv,2016-10-07,34.63194128786868,45.89647296858875,974.0,-11.264531680720076
Ipsos,Tennessee,lv,2016-10-08,34.63194128786868,45.89647296858875,974.0,-11.264531680720076
Ipsos,Tennessee,lv,2016-10-09,34.63194128786868,45.89647296858875,974.0,-11.264531680720076
Ipsos,Tennessee,lv,2016-10-10,34.63194128786868,45.89647296858875,974.0,-11.264531680720076
Ipsos,Tennessee,lv,2016-10-11,34.63194128786868,45.89647296858875,974.0,-11.264531680720076
Ipsos,Tennessee,lv,2016-10-12,34.63194128786868,45.89647296858875,974.0,-11.264531680720076
Ipsos,Tennessee,lv,2016-10-13,34.63194128786868,45.89647296858875,974.0,-11.264531680720076
Ipsos,Tennessee,lv,2016-10-14,35.04309098137285,43.663434202886116,834.0,-8.620343221513266
Ipsos,Tennessee,lv,2016-10-15,35.04309098137285,43.663434202886116,834.0,-8.620343221513266
Ipsos,Tennessee,lv,2016-10-16,35.04309098137285,43.663434202886116,834.0,-8.620343221513266
Ipsos,Tennessee,lv,2016-10-17,35.04309098137285,43.663434202886116,834.0,-8.620343221513266
Ipsos,Tennessee,lv,2016-10-18,35.04309098137285,43.663434202886116,834.0,-8.620343221513266
Ipsos,Tennessee,lv,2016-10-19,35.04309098137285,43.663434202886116,834.0,-8.620343221513266
Ipsos,Tennessee,lv,2016-10-20,35.04309098137285,43.663434202886116,834.0,-8.620343221513266
Ipsos,Tennessee,lv,2016-10-21,35.00031624938691,47.81551279733723,1438.0,-12.815196547950315
Ipsos,Tennessee,lv,2016-10-22,35.00031624938691,47.81551279733723,1438.0,-12.815196547950315
Ipsos,Tennessee,lv,2016-10-23,35.00031624938691,47.81551279733723,1438.0,-12.815196547950315
Ipsos,Tennessee,lv,2016-10-24,35.34778626294339,48.323641887700326,1976.0,-12.975855624756939
Ipsos,Tennessee,lv,2016-10-25,35.34778626294339,48.323641887700326,1976.0,-12.975855624756939
Ipsos,Tennessee,lv,2016-10-26,35.34778626294339,48.323641887700326,1976.0,-12.975855624756939
Ipsos,Tennessee,lv,2016-10-27,35.34778626294339,48.323641887700326,1976.0,-12.975855624756939
Ipsos,Tennessee,lv,2016-10-28,35.32966142445014,49.88915452113169,1575.0,-14.55949309668155
Ipsos,Tennessee,lv,2016-10-29,35.32966142445014,49.88915452113169,1575.0,-14.55949309668155
Ipsos,Tennessee,lv,2016-10-30,35.32966142445014,49.88915452113169,1575.0,-14.55949309668155
Ipsos,Tennessee,lv,2016-10-31,35.32966142445014,49.88915452113169,1575.0,-14.55949309668155
Ipsos,Tennessee,lv,2016-11-01,35.32966142445014,49.88915452113169,1575.0,-14.55949309668155
Ipsos,Tennessee,lv,2016-11-02,35.32966142445014,49.88915452113169,1575.0,-14.55949309668155
Ipsos,Tennessee,lv,2016-11-03,35.76016834562473,49.78973034718479,1057.0,-14.029562001560066
Ipsos,Tennessee,lv,2016-11-04,36.33,49.76,538.0,-13.43
Ipsos,Tennessee,lv,2016-11-05,36.33,49.76,538.0,-13.43
